order_id,customer_id,order_date,status,region_code
ORD0197,CUST0418,2025-05-14 03:07:35,SHIPPED,NORTH
ORD0198,CUST0036,2026-05-27 05:50:50,CANCELLED,WEST
ORD0199,CUST0213,2026-04-05 13:28:25,CANCELLED,EAST
ORD0200,CUST0356,2024-12-22 05:42:16,RETURNED,WEST
ORD0201,CUST0127,2025-07-13 06:48:34,CANCELLED,WEST
ORD0202,CUST0461,2025-01-24 20:22:40,DELIVERED,SOUTH
ORD0203,CUST0200,2025-09-27 18:45:29,RETURNED,SOUTH
ORD0204,CUST0471,2026-06-11 02:36:30,SHIPPED,SOUTH
ORD0205,CUST0283,2026-06-25 01:18:39,SHIPPED,SOUTH
ORD0206,CUST0357,2024-09-09 19:53:01,CANCELLED,WEST
ORD0207,CUST0088,2024-12-14 21:37:41,PLACED,SOUTH
ORD0208,CUST0138,2025-08-23 10:05:04,CANCELLED,NORTH
ORD0209,UNKNOWN,2026-08-04 20:46:38,RETURNED,SOUTH
ORD0210,CUST0170,2025-03-17 16:53:24,RETURNED,SOUTH
ORD0211,CUST0104,2025-06-25 14:24:54,PLACED,EAST
ORD0212,CUST0166,2024-11-07 05:00:11,SHIPPED,NORTH
ORD0213,CUST0088,2024-09-26 23:37:28,RETURNED,SOUTH
ORD0214,UNKNOWN,2024-10-18 16:12:44,CANCELLED,NORTH
ORD0215,CUST0291,2025-01-01 07:16:24,CANCELLED,EAST
ORD0216,CUST0002,2025-08-08 10:31:17,SHIPPED,SOUTH
ORD0217,CUST0175,2025-10-20 12:01:07,SHIPPED,NORTH
ORD0218,CUST0438,2026-05-22 02:18:33,PLACED,NORTH
ORD0219,CUST0417,2026-03-21 06:51:28,CANCELLED,EAST
ORD0220,CUST0229,2026-03-28 14:57:49,CANCELLED,NORTH
ORD0221,CUST0386,2026-01-31 21:27:07,PLACED,WEST
ORD0222,CUST0269,2025-09-19 22:05:43,RETURNED,WEST
ORD0223,CUST0086,2025-08-11 20:55:08,DELIVERED,EAST
ORD0224,CUST0306,2025-01-04 16:48:14,CANCELLED,EAST
ORD0225,CUST0332,2025-03-12 01:28:32,CANCELLED,SOUTH
ORD0226,CUST0438,2026-02-07 06:27:35,PLACED,WEST
ORD0227,CUST0407,2025-04-29 18:54:19,RETURNED,SOUTH
ORD0228,CUST0329,2026-08-03 17:20:52,PLACED,SOUTH
ORD0229,CUST0468,2026-06-24 02:33:39,SHIPPED,EAST
ORD0230,UNKNOWN,2024-09-05 11:08:18,DELIVERED,EAST
ORD0231,CUST0355,2025-07-16 00:07:37,CANCELLED,WEST
ORD0232,CUST0442,2026-04-06 18:57:18,DELIVERED,WEST
ORD0233,UNKNOWN,2024-09-03 11:20:56,RETURNED,SOUTH
ORD0234,CUST0159,2025-03-29 09:08:45,DELIVERED,SOUTH
ORD0235,CUST0460,2025-11-06 02:37:42,PLACED,WEST
ORD0236,CUST0201,2024-11-17 00:00:00,DELIVERED,WEST
ORD0237,CUST0114,2025-12-23 00:00:00,RETURNED,WEST
ORD0238,CUST0471,2024-09-10 04:40:47,CANCELLED,SOUTH
ORD0239,CUST0413,2024-11-28 16:30:24,PLACED,NORTH
ORD0240,CUST0297,2025-06-20 16:23:56,SHIPPED,NORTH
ORD0241,UNKNOWN,2025-01-18 11:28:01,PLACED,NORTH
ORD0242,CUST0178,2024-10-18 04:41:35,DELIVERED,WEST
ORD0243,CUST0074,2025-12-25 20:39:05,RETURNED,EAST
ORD0244,UNKNOWN,2025-08-29 17:40:29,DELIVERED,SOUTH
ORD0245,CUST0008,2024-11-07 09:13:42,PLACED,EAST
ORD0246,CUST0243,2026-03-15 18:54:09,SHIPPED,EAST
ORD0247,CUST0479,2025-06-01 17:26:17,CANCELLED,WEST
ORD0248,CUST0216,2025-11-06 11:24:42,PLACED,WEST
ORD0249,CUST0441,2025-08-30 20:23:38,CANCELLED,NORTH
ORD0250,CUST0470,2026-04-01 02:43:43,CANCELLED,WEST
ORD0251,UNKNOWN,2025-05-29 05:51:40,RETURNED,WEST
ORD0252,CUST0031,2024-09-22 00:50:41,RETURNED,SOUTH
ORD0253,CUST0333,2025-11-21 07:30:04,DELIVERED,NORTH
ORD0254,CUST0442,2025-05-06 05:54:14,DELIVERED,SOUTH
ORD0255,CUST0450,2025-12-14 15:28:26,DELIVERED,NORTH
ORD0256,CUST0372,2024-08-24 03:49:54,DELIVERED,NORTH
ORD0257,CUST0277,2025-04-18 08:00:51,CANCELLED,EAST
ORD0258,CUST0140,2026-04-01 07:57:19,RETURNED,SOUTH
ORD0259,CUST0356,2026-03-09 02:10:38,DELIVERED,WEST
ORD0260,CUST0197,2025-11-28 09:44:37,SHIPPED,WEST
ORD0261,CUST0143,2025-08-16 00:02:40,CANCELLED,SOUTH
ORD0262,CUST0193,2026-06-01 13:49:53,DELIVERED,NORTH
ORD0263,CUST0278,2025-01-22 08:41:10,RETURNED,NORTH
ORD0264,CUST0493,2025-12-17 10:54:27,CANCELLED,EAST
ORD0265,CUST0024,2025-12-17 08:51:25,CANCELLED,NORTH
ORD0266,CUST0178,2024-09-01 09:30:55,PLACED,WEST
ORD0267,CUST0070,2025-02-14 16:49:46,CANCELLED,EAST
ORD0268,CUST0018,2025-04-10 05:48:30,RETURNED,EAST
ORD0269,CUST0173,2026-05-04 01:52:14,SHIPPED,WEST
ORD0270,CUST0049,2026-07-05 06:21:04,PLACED,SOUTH
ORD0271,CUST0011,2026-06-26 06:49:25,RETURNED,NORTH
ORD0272,CUST0102,2026-04-23 05:34:39,RETURNED,EAST
ORD0273,CUST0424,2025-11-20 19:07:47,RETURNED,EAST
ORD0274,CUST0088,2025-10-14 12:37:31,DELIVERED,WEST
ORD0275,CUST0305,2026-07-25 06:55:27,DELIVERED,NORTH
ORD0276,CUST0006,2024-08-23 01:04:48,CANCELLED,WEST
ORD0277,CUST0219,2025-06-09 06:49:21,DELIVERED,NORTH
ORD0278,CUST0062,2025-04-09 06:28:58,PLACED,WEST
ORD0279,CUST0213,2026-05-07 17:46:25,DELIVERED,EAST
ORD0280,CUST0114,2025-05-07 01:28:34,SHIPPED,EAST
ORD0281,CUST0082,2025-03-09 02:37:41,PLACED,SOUTH
ORD0282,CUST0197,2025-08-08 21:15:58,CANCELLED,WEST
ORD0283,CUST0018,2025-12-23 23:10:48,RETURNED,WEST
ORD0284,CUST0469,2025-10-12 04:35:25,PLACED,EAST
ORD0285,CUST0401,2025-03-03 05:09:01,PLACED,WEST
ORD0286,CUST0112,2025-01-01 17:38:58,PLACED,WEST
ORD0287,CUST0230,2024-11-17 11:36:12,CANCELLED,EAST
ORD0288,CUST0248,2024-10-10 16:33:13,DELIVERED,WEST
ORD0289,CUST0136,2026-02-02 12:09:13,CANCELLED,NORTH
ORD0290,CUST0247,2025-03-13 07:02:24,SHIPPED,WEST
ORD0291,CUST0453,2026-06-18 17:21:40,SHIPPED,EAST
ORD0292,CUST0295,2024-09-05 17:28:40,CANCELLED,SOUTH
ORD0293,CUST0416,2025-03-27 21:14:07,RETURNED,NORTH
ORD0294,CUST0313,2026-01-24 05:26:00,PLACED,SOUTH
ORD0295,CUST0245,2024-12-21 21:37:08,SHIPPED,SOUTH
ORD0296,CUST0435,2024-10-02 07:08:22,DELIVERED,EAST
ORD0297,CUST0012,2025-05-26 20:54:41,DELIVERED,WEST
ORD0298,CUST0441,2026-03-25 06:38:54,DELIVERED,EAST
ORD0299,UNKNOWN,2026-05-20 17:36:47,CANCELLED,WEST
ORD0300,CUST0213,2025-10-29 21:35:54,RETURNED,SOUTH
ORD0301,CUST0271,2025-04-25 19:30:12,SHIPPED,WEST
ORD0302,CUST0122,2026-06-08 21:44:25,PLACED,EAST
ORD0303,CUST0413,2026-02-16 22:26:08,CANCELLED,EAST
ORD0304,CUST0178,2026-01-23 07:54:55,CANCELLED,WEST
ORD0305,CUST0012,2025-02-17 17:03:07,RETURNED,EAST
ORD0306,CUST0149,2024-11-18 12:00:21,PLACED,EAST
ORD0307,CUST0026,2024-12-08 06:18:59,DELIVERED,EAST
ORD0308,CUST0162,2025-10-11 18:06:13,PLACED,NORTH
ORD0309,CUST0294,2024-09-06 23:27:10,DELIVERED,EAST
ORD0310,CUST0006,2024-12-22 13:52:18,DELIVERED,SOUTH
ORD0311,CUST0405,2025-03-05 20:48:15,CANCELLED,WEST
ORD0312,CUST0472,2026-01-06 06:00:11,DELIVERED,NORTH
ORD0313,CUST0078,2025-09-22 19:59:38,SHIPPED,EAST
ORD0314,CUST0374,2024-10-26 02:45:16,SHIPPED,EAST
ORD0315,CUST0183,2025-02-12 00:47:04,RETURNED,NORTH
ORD0316,CUST0114,2024-08-28 12:48:05,SHIPPED,EAST
ORD0317,CUST0015,2026-05-07 08:02:35,DELIVERED,SOUTH
ORD0318,CUST0131,2025-10-08 04:06:09,DELIVERED,SOUTH
ORD0319,CUST0371,2025-05-02 07:11:23,DELIVERED,NORTH
ORD0320,CUST0234,2025-04-18 00:30:11,DELIVERED,WEST
ORD0321,CUST0238,2024-09-05 00:00:00,RETURNED,SOUTH
ORD0322,CUST0232,2025-05-08 18:47:28,DELIVERED,SOUTH
ORD0323,CUST0402,2025-02-20 13:11:29,CANCELLED,SOUTH
ORD0324,CUST0490,2024-12-30 23:18:16,SHIPPED,SOUTH
ORD0325,CUST0296,2025-06-17 23:40:53,PLACED,EAST
ORD0326,CUST0302,2026-01-06 07:23:01,PLACED,NORTH
ORD0327,UNKNOWN,2026-07-20 18:02:11,PLACED,NORTH
ORD0328,CUST0018,2025-03-10 00:41:04,RETURNED,WEST
ORD0329,CUST0192,2024-08-08 22:09:49,RETURNED,EAST
ORD0330,CUST0109,2025-01-14 06:22:52,RETURNED,WEST
ORD0331,CUST0254,2026-02-15 02:07:11,DELIVERED,SOUTH
ORD0332,CUST0195,2025-12-07 04:03:46,CANCELLED,EAST
ORD0333,UNKNOWN,2026-03-31 09:43:48,CANCELLED,SOUTH
ORD0334,CUST0292,2024-12-29 18:17:52,DELIVERED,WEST
ORD0335,CUST0325,2024-12-09 22:55:28,RETURNED,WEST
ORD0336,CUST0278,2025-09-19 10:46:50,RETURNED,EAST
ORD0337,CUST0445,2025-05-04 07:47:07,RETURNED,NORTH
ORD0338,CUST0246,2026-08-07 11:17:46,SHIPPED,NORTH
ORD0339,CUST0166,2025-04-26 05:10:38,SHIPPED,SOUTH
ORD0340,CUST0382,2024-09-08 04:28:56,RETURNED,NORTH
ORD0341,CUST0419,2025-09-17 04:53:37,DELIVERED,EAST
ORD0342,CUST0390,2024-10-12 11:30:18,DELIVERED,SOUTH
ORD0343,CUST0335,2026-03-04 16:20:17,CANCELLED,NORTH
ORD0344,CUST0067,2026-08-04 21:05:37,SHIPPED,EAST
ORD0345,CUST0220,2025-10-27 06:19:24,DELIVERED,NORTH
ORD0346,UNKNOWN,2025-02-27 02:12:25,SHIPPED,SOUTH
ORD0347,CUST0477,2026-04-02 01:01:08,RETURNED,EAST
ORD0348,CUST0249,2025-04-25 11:41:55,PLACED,SOUTH
ORD0349,CUST0080,2025-11-07 06:55:06,SHIPPED,WEST
ORD0350,CUST0140,2025-06-22 00:00:00,PLACED,SOUTH
ORD0351,CUST0144,2026-03-19 00:43:38,DELIVERED,WEST
ORD0352,CUST0141,2026-01-24 08:19:52,PLACED,EAST
ORD0353,CUST0120,2025-07-07 01:35:42,CANCELLED,NORTH
ORD0354,CUST0088,2025-08-07 22:45:57,PLACED,EAST
ORD0355,CUST0484,2026-07-23 11:30:45,CANCELLED,WEST
ORD0356,CUST0204,2025-01-08 16:13:20,PLACED,SOUTH
ORD0357,CUST0021,2024-12-25 04:47:32,PLACED,EAST
ORD0358,CUST0289,2025-04-25 22:22:39,DELIVERED,NORTH
ORD0359,CUST0407,2025-03-31 16:37:13,RETURNED,EAST
ORD0360,CUST0478,2025-02-01 01:36:05,CANCELLED,SOUTH
ORD0361,CUST0199,2025-03-24 06:05:30,CANCELLED,SOUTH
ORD0362,CUST0126,2025-03-02 17:56:35,CANCELLED,SOUTH
ORD0363,CUST0491,2025-08-19 06:09:11,DELIVERED,WEST
ORD0364,CUST0093,2026-07-03 15:55:00,DELIVERED,EAST
ORD0365,CUST0014,2025-03-30 15:02:49,RETURNED,EAST
ORD0366,CUST0216,2024-12-16 14:13:16,RETURNED,NORTH
ORD0367,CUST0469,2026-06-07 05:37:25,CANCELLED,EAST
ORD0368,UNKNOWN,2025-09-23 06:45:21,DELIVERED,WEST
ORD0369,CUST0166,2025-10-10 09:47:27,SHIPPED,WEST
ORD0370,CUST0301,2026-05-26 05:40:33,RETURNED,NORTH
ORD0371,CUST0492,2025-02-24 14:56:18,PLACED,WEST
ORD0372,CUST0309,2024-11-09 06:22:03,RETURNED,EAST
ORD0373,CUST0089,2026-05-03 17:42:58,SHIPPED,SOUTH
ORD0374,CUST0124,2025-06-22 08:20:34,RETURNED,NORTH
ORD0375,CUST0265,2026-07-01 22:45:40,RETURNED,WEST
ORD0376,CUST0165,2024-11-27 21:18:25,DELIVERED,NORTH
ORD0377,CUST0327,2025-02-16 11:57:54,PLACED,EAST
ORD0378,CUST0005,2025-09-01 23:36:50,CANCELLED,SOUTH
ORD0379,CUST0405,2025-02-10 00:22:04,DELIVERED,NORTH
ORD0380,CUST0281,2024-11-29 06:21:42,PLACED,EAST
ORD0381,CUST0374,2026-01-01 13:53:38,DELIVERED,WEST
ORD0382,CUST0469,2026-06-22 02:30:32,SHIPPED,EAST
ORD0383,CUST0217,2024-09-28 08:29:39,PLACED,EAST
ORD0384,CUST0151,2026-02-05 15:38:20,DELIVERED,WEST
